checkpoint,cases,bunkering_events,events_per_episode,small_event_threshold,small_event_comparison_tolerance,small_events,small_event_share,event_amount_min,event_amount_median,event_amount_max,price_advantage_reward_sum,small_event_price_advantage_reward_sum,small_event_price_reward_share
dqn_seed_42,100,522,5.22,0.05,1e-10,170,0.32567049808429116,0.05,0.3000000000000002,0.7000000000000003,10.364367538296726,6.593076348624578,0.636129153492764
dqn_seed_1042,100,442,4.42,0.05,1e-10,113,0.25565610859728505,0.05,0.3000000000000002,0.7000000000000003,8.645022897553691,4.689282639820941,0.5424257049854525
dqn_seed_2042,100,491,4.91,0.05,1e-10,108,0.219959266802444,0.05,0.3000000000000002,0.6500000000000004,8.64528523065448,4.687389878610396,0.542190309926367
dqn_seed_3042,100,505,5.05,0.05,1e-10,138,0.2732673267326733,0.05,0.3000000000000002,0.7000000000000003,9.653590519249695,5.617766568642299,0.5819354526629464
