checkpoint,policy,cases,initial_fuel_mean,bunker_amount_mean,realized_consumption_mean,clipping_loss_mean,final_fuel_mean,max_abs_recorded_balance_residual
dqn_seed_42,double_dqn,100,1.0,1.3145000000000011,1.5000000000000007,0.0,0.8144999999999998,8.881784197001252e-16
not_applicable,fixed_fueling,100,1.0,0.0,1.0,0.0,0.0,0.0
not_applicable,price_reactive,100,1.0,0.02850000000000001,1.015,0.0,0.01349999999999999,2.220446049250313e-16
not_applicable,safe_stock,100,1.0,0.85,1.5000000000000007,0.0,0.34999999999999964,0.0
dqn_seed_1042,double_dqn,100,1.0,1.294500000000001,1.5000000000000007,0.0,0.7944999999999999,8.881784197001252e-16
dqn_seed_2042,double_dqn,100,1.0,1.3215000000000012,1.5000000000000007,0.0,0.8214999999999999,8.881784197001252e-16
dqn_seed_3042,double_dqn,100,1.0,1.3225000000000011,1.5000000000000007,0.0,0.8225,8.881784197001252e-16
