seed,episode,policy,reward,Synthetic Cost Index,success,fuel_depletion,bunkering_count,termination_reason
42,0,price_reactive,-2.0,0.0,false,true,0,fuel_depleted
43,1,price_reactive,-0.9489458417880284,552559.279221198,true,false,1,arrived
44,2,price_reactive,-2.0,0.0,false,true,0,fuel_depleted
45,3,price_reactive,-2.0,0.0,false,true,0,fuel_depleted
46,4,price_reactive,-2.0,0.0,false,true,0,fuel_depleted
47,5,price_reactive,-2.0,0.0,false,true,0,fuel_depleted
48,6,price_reactive,-2.0,0.0,false,true,0,fuel_depleted
49,7,price_reactive,-2.0,0.0,false,true,0,fuel_depleted
50,8,price_reactive,0.1595246010570091,806084.5927227531,true,false,4,arrived
51,9,price_reactive,-2.0,0.0,false,true,0,fuel_depleted
52,10,price_reactive,-2.0,0.0,false,true,0,fuel_depleted
53,11,price_reactive,-2.0,0.0,false,true,0,fuel_depleted
54,12,price_reactive,-2.0,0.0,false,true,0,fuel_depleted
55,13,price_reactive,-2.0,0.0,false,true,0,fuel_depleted
56,14,price_reactive,-2.0,0.0,false,true,0,fuel_depleted
57,15,price_reactive,-2.0,0.0,false,true,0,fuel_depleted
58,16,price_reactive,-2.0,0.0,false,true,0,fuel_depleted
59,17,price_reactive,-2.0,0.0,false,true,0,fuel_depleted
60,18,price_reactive,-2.0,0.0,false,true,0,fuel_depleted
61,19,price_reactive,-2.0,0.0,false,true,0,fuel_depleted
62,20,price_reactive,-2.0,0.0,false,true,0,fuel_depleted
63,21,price_reactive,-2.0,0.0,false,true,0,fuel_depleted
64,22,price_reactive,-2.0,0.0,false,true,0,fuel_depleted
65,23,price_reactive,-2.0,0.0,false,true,0,fuel_depleted
66,24,price_reactive,-2.0,0.0,false,true,0,fuel_depleted
67,25,price_reactive,-2.0,0.0,false,true,0,fuel_depleted
68,26,price_reactive,-2.0,0.0,false,true,0,fuel_depleted
69,27,price_reactive,-2.0,0.0,false,true,0,fuel_depleted
70,28,price_reactive,-2.0,0.0,false,true,0,fuel_depleted
71,29,price_reactive,-2.0,0.0,false,true,0,fuel_depleted
72,30,price_reactive,-2.0,0.0,false,true,0,fuel_depleted
73,31,price_reactive,-2.0,0.0,false,true,0,fuel_depleted
74,32,price_reactive,-2.0,0.0,false,true,0,fuel_depleted
75,33,price_reactive,-2.0,0.0,false,true,0,fuel_depleted
76,34,price_reactive,-2.0,0.0,false,true,0,fuel_depleted
77,35,price_reactive,-2.0,0.0,false,true,0,fuel_depleted
78,36,price_reactive,-2.0,0.0,false,true,0,fuel_depleted
79,37,price_reactive,-2.0,0.0,false,true,0,fuel_depleted
80,38,price_reactive,-2.0,0.0,false,true,0,fuel_depleted
81,39,price_reactive,-2.0,0.0,false,true,0,fuel_depleted
82,40,price_reactive,-2.0,0.0,false,true,0,fuel_depleted
83,41,price_reactive,-2.0,0.0,false,true,0,fuel_depleted
84,42,price_reactive,-2.0,0.0,false,true,0,fuel_depleted
85,43,price_reactive,-2.0,0.0,false,true,0,fuel_depleted
86,44,price_reactive,-2.0,0.0,false,true,0,fuel_depleted
87,45,price_reactive,-2.0,0.0,false,true,0,fuel_depleted
88,46,price_reactive,-2.0,0.0,false,true,0,fuel_depleted
89,47,price_reactive,-2.0,0.0,false,true,0,fuel_depleted
90,48,price_reactive,-2.0,0.0,false,true,0,fuel_depleted
91,49,price_reactive,-2.0,0.0,false,true,0,fuel_depleted
92,50,price_reactive,-2.0,0.0,false,true,0,fuel_depleted
93,51,price_reactive,-2.0,0.0,false,true,0,fuel_depleted
94,52,price_reactive,-2.0,0.0,false,true,0,fuel_depleted
95,53,price_reactive,-2.0,0.0,false,true,0,fuel_depleted
96,54,price_reactive,-2.0,0.0,false,true,0,fuel_depleted
97,55,price_reactive,-2.0,0.0,false,true,0,fuel_depleted
98,56,price_reactive,-2.0,0.0,false,true,0,fuel_depleted
99,57,price_reactive,-2.0,0.0,false,true,0,fuel_depleted
100,58,price_reactive,-2.0,0.0,false,true,0,fuel_depleted
101,59,price_reactive,-2.0,0.0,false,true,0,fuel_depleted
102,60,price_reactive,-2.0,0.0,false,true,0,fuel_depleted
103,61,price_reactive,-2.0,0.0,false,true,0,fuel_depleted
104,62,price_reactive,-2.0,0.0,false,true,0,fuel_depleted
